filename,year,label,set
train/1925-9/1925_891.jpg,1925.0,1925-9,train
train/1905-9/1908_636.jpg,1908.0,1905-9,train
train/1935-9/1938_689.jpg,1938.0,1935-9,train
train/1920-4/1923_668.jpg,1923.0,1920-4,train
train/1940-4/1942_270.jpg,1942.0,1940-4,train
train/1925-9/1927_840.jpg,1927.0,1925-9,train
train/1940-4/1942_588.jpg,1942.0,1940-4,train
train/1935-9/1938_910.jpg,1938.0,1935-9,train
train/1940-4/1941_116.jpg,1941.0,1940-4,train
train/1915-9/1919_548.jpg,1919.0,1915-9,train
test/1915-9/1919_281.jpg,1919.0,1915-9,test
train/1950-4/1952_479.jpg,1952.0,1950-4,train
train/1910-4/1910_1053.jpg,1910.0,1910-4,train
train/1920-4/1922_280.jpg,1922.0,1920-4,train
train/1945-9/1949_319.jpg,1949.0,1945-9,train
test/1920-4/1922_992.jpg,1922.0,1920-4,test
test/1915-9/1918_485.jpg,1918.0,1915-9,test
train/1900-4/1901_590.jpg,1901.0,1900-4,train
train/1925-9/1927_455.jpg,1927.0,1925-9,train
test/1940-4/1943_395.jpg,1943.0,1940-4,test
train/1955-9/1959_294.jpg,1959.0,1955-9,train
test/1910-4/1910_17.jpg,1910.0,1910-4,test
train/1900-4/1903_364.jpg,1903.0,1900-4,train
train/1935-9/1938_497.jpg,1938.0,1935-9,train
test/1905-9/1905_411.jpg,1905.0,1905-9,test
train/1905-9/1905_689.jpg,1905.0,1905-9,train
train/1910-4/1913_1109.jpg,1913.0,1910-4,train
train/1940-4/1942_376.jpg,1942.0,1940-4,train
train/1920-4/1924_944.jpg,1924.0,1920-4,train
train/1935-9/1937_340.jpg,1937.0,1935-9,train
train/1950-4/1954_354.jpg,1954.0,1950-4,train
test/1925-9/1927_209.jpg,1927.0,1925-9,test
train/1955-9/1956_1014.jpg,1956.0,1955-9,train
train/1920-4/1922_473.jpg,1922.0,1920-4,train
train/1935-9/1939_159.jpg,1939.0,1935-9,train
train/1950-4/1953_76.jpg,1953.0,1950-4,train
test/1955-9/1957_625.jpg,1957.0,1955-9,test
train/1940-4/1943_378.jpg,1943.0,1940-4,train
train/1905-9/1908_1004.jpg,1908.0,1905-9,train
test/1900-4/1901_601.jpg,1901.0,1900-4,test
train/1905-9/1908_450.jpg,1908.0,1905-9,train
train/1920-4/1923_730.jpg,1923.0,1920-4,train
train/1915-9/1917_879.jpg,1917.0,1915-9,train
train/1920-4/1920_338.jpg,1920.0,1920-4,train
train/1905-9/1905_340.jpg,1905.0,1905-9,train
train/1905-9/1908_457.jpg,1908.0,1905-9,train
train/1935-9/1938_189.jpg,1938.0,1935-9,train
test/1940-4/1941_729.jpg,1941.0,1940-4,test
train/1940-4/1942_117.jpg,1942.0,1940-4,train
train/1935-9/1939_676.jpg,1939.0,1935-9,train
train/1955-9/1959_414.jpg,1959.0,1955-9,train
train/1900-4/1904_614.jpg,1904.0,1900-4,train
train/1860-4/1864_832.jpg,1864.0,1860-4,train
train/1910-4/1914_560.jpg,1914.0,1910-4,train
test/1940-4/1943_263.jpg,1943.0,1940-4,test
train/1915-9/1919_830.jpg,1919.0,1915-9,train
train/1910-4/1910_1016.jpg,1910.0,1910-4,train
test/1905-9/1908_1082.jpg,1908.0,1905-9,test
test/1905-9/1905_52.jpg,1905.0,1905-9,test
train/1920-4/1924_381.jpg,1924.0,1920-4,train
test/1930-4/1931_321.jpg,1931.0,1930-4,test
test/1955-9/1955_246.jpg,1955.0,1955-9,test
train/1900-4/1901_31.jpg,1901.0,1900-4,train
train/1925-9/1925_331.jpg,1925.0,1925-9,train
train/1905-9/1909_394.jpg,1909.0,1905-9,train
train/1915-9/1916_174.jpg,1916.0,1915-9,train
train/1925-9/1925_219.jpg,1925.0,1925-9,train
train/1930-4/1932_267.jpg,1932.0,1930-4,train
test/1925-9/1927_221.jpg,1927.0,1925-9,test
train/1940-4/1940_173.jpg,1940.0,1940-4,train
train/1900-4/1900_650.jpg,1900.0,1900-4,train
train/1935-9/1937_695.jpg,1937.0,1935-9,train
test/1910-4/1914_1086.jpg,1914.0,1910-4,test
train/1960-4/1964_878.jpg,1964.0,1960-4,train
test/1910-4/1910_125.jpg,1910.0,1910-4,test
train/1910-4/1910_145.jpg,1910.0,1910-4,train
train/1925-9/1929_361.jpg,1929.0,1925-9,train
train/1910-4/1910_655.jpg,1910.0,1910-4,train
train/1940-4/1942_482.jpg,1942.0,1940-4,train
train/1935-9/1935_929.jpg,1935.0,1935-9,train
train/1905-9/1905_707.jpg,1905.0,1905-9,train
train/1940-4/1941_82.jpg,1941.0,1940-4,train
train/1920-4/1922_755.jpg,1922.0,1920-4,train
train/1955-9/1959_31.jpg,1959.0,1955-9,train
train/1955-9/1959_162.jpg,1959.0,1955-9,train
train/1940-4/1940_466.jpg,1940.0,1940-4,train
train/1935-9/1936_501.jpg,1936.0,1935-9,train
train/1910-4/1911_1135.jpg,1911.0,1910-4,train
train/1935-9/1937_252.jpg,1937.0,1935-9,train
test/1900-4/1900_651.jpg,1900.0,1900-4,test
train/1940-4/1941_163.jpg,1941.0,1940-4,train
train/1905-9/1909_433.jpg,1909.0,1905-9,train
train/1935-9/1937_959.jpg,1937.0,1935-9,train
train/1940-4/1942_806.jpg,1942.0,1940-4,train
test/1910-4/1911_555.jpg,1911.0,1910-4,test
test/1935-9/1936_683.jpg,1936.0,1935-9,test
test/1935-9/1936_30.jpg,1936.0,1935-9,test
train/1905-9/1907_704.jpg,1907.0,1905-9,train
train/1935-9/1937_270.jpg,1937.0,1935-9,train
train/1940-4/1940_971.jpg,1940.0,1940-4,train
train/1965-9/1965_800.jpg,1965.0,1965-9,train
train/1925-9/1928_932.jpg,1928.0,1925-9,train
train/1920-4/1924_988.jpg,1924.0,1920-4,train
train/1915-9/1917_786.jpg,1917.0,1915-9,train
train/1905-9/1905_63.jpg,1905.0,1905-9,train
train/1955-9/1958_289.jpg,1958.0,1955-9,train
test/1930-4/1932_856.jpg,1932.0,1930-4,test
train/1905-9/1905_710.jpg,1905.0,1905-9,train
train/1915-9/1915_557.jpg,1915.0,1915-9,train
train/1900-4/1902_584.jpg,1902.0,1900-4,train
train/1905-9/1905_556.jpg,1905.0,1905-9,train
train/1910-4/1914_1080.jpg,1914.0,1910-4,train
test/1925-9/1927_432.jpg,1927.0,1925-9,test
train/1940-4/1940_91.jpg,1940.0,1940-4,train
train/1905-9/1908_16.jpg,1908.0,1905-9,train
train/1915-9/1917_602.jpg,1917.0,1915-9,train
train/1940-4/1940_629.jpg,1940.0,1940-4,train
test/1940-4/1943_362.jpg,1943.0,1940-4,test
train/1935-9/1935_390.jpg,1935.0,1935-9,train
train/1900-4/1903_223.jpg,1903.0,1900-4,train
train/1935-9/1939_384.jpg,1939.0,1935-9,train
train/1960-4/1963_2.jpg,1963.0,1960-4,train
train/1940-4/1943_509.jpg,1943.0,1940-4,train
train/1945-9/1947_281.jpg,1947.0,1945-9,train
train/1915-9/1917_56.jpg,1917.0,1915-9,train
test/1905-9/1905_700.jpg,1905.0,1905-9,test
train/1910-4/1912_1018.jpg,1912.0,1910-4,train
train/1905-9/1907_542.jpg,1907.0,1905-9,train
train/1935-9/1936_201.jpg,1936.0,1935-9,train
train/1910-4/1910_576.jpg,1910.0,1910-4,train
train/1925-9/1929_483.jpg,1929.0,1925-9,train
train/1925-9/1925_742.jpg,1925.0,1925-9,train
train/1935-9/1936_525.jpg,1936.0,1935-9,train
train/1860-4/1862_916.jpg,1862.0,1860-4,train
train/1955-9/1955_390.jpg,1955.0,1955-9,train
train/1910-4/1913_1076.jpg,1913.0,1910-4,train
test/1920-4/1920_339.jpg,1920.0,1920-4,test
test/1940-4/1941_945.jpg,1941.0,1940-4,test
train/1905-9/1908_1132.jpg,1908.0,1905-9,train
train/1900-4/1901_542.jpg,1901.0,1900-4,train
train/1940-4/1941_81.jpg,1941.0,1940-4,train
train/1925-9/1927_357.jpg,1927.0,1925-9,train
train/1905-9/1909_142.jpg,1909.0,1905-9,train
train/1935-9/1939_979.jpg,1939.0,1935-9,train
train/1905-9/1908_1027.jpg,1908.0,1905-9,train
train/1905-9/1905_696.jpg,1905.0,1905-9,train
test/1920-4/1923_918.jpg,1923.0,1920-4,test
train/1900-4/1900_552.jpg,1900.0,1900-4,train
train/1940-4/1941_940.jpg,1941.0,1940-4,train
train/1925-9/1926_227.jpg,1926.0,1925-9,train
train/1940-4/1941_143.jpg,1941.0,1940-4,train
test/1940-4/1943_255.jpg,1943.0,1940-4,test
test/1860-4/1864_854.jpg,1864.0,1860-4,test
test/1940-4/1940_393.jpg,1940.0,1940-4,test
train/1955-9/1955_733.jpg,1955.0,1955-9,train
train/1930-4/1930_483.jpg,1930.0,1930-4,train
train/1940-4/1942_819.jpg,1942.0,1940-4,train
train/1925-9/1929_482.jpg,1929.0,1925-9,train
train/1920-4/1920_776.jpg,1920.0,1920-4,train
train/1905-9/1906_570.jpg,1906.0,1905-9,train
test/1960-4/1964_243.jpg,1964.0,1960-4,test
test/1955-9/1955_242.jpg,1955.0,1955-9,test
train/1935-9/1938_354.jpg,1938.0,1935-9,train
train/1975-9/1975_666.jpg,1975.0,1975-9,train
train/1950-4/1952_178.jpg,1952.0,1950-4,train
test/1960-4/1962_629.jpg,1962.0,1960-4,test
train/1860-4/1863_667.jpg,1863.0,1860-4,train
test/1940-4/1942_242.jpg,1942.0,1940-4,test
train/1920-4/1923_248.jpg,1923.0,1920-4,train
train/1905-9/1907_632.jpg,1907.0,1905-9,train
train/1960-4/1964_806.jpg,1964.0,1960-4,train
train/1925-9/1927_752.jpg,1927.0,1925-9,train
train/1935-9/1937_225.jpg,1937.0,1935-9,train
train/1920-4/1923_55.jpg,1923.0,1920-4,train
train/1935-9/1936_923.jpg,1936.0,1935-9,train
test/1960-4/1960_769.jpg,1960.0,1960-4,test
test/1970-4/1972_675.jpg,1972.0,1970-4,test
train/1925-9/1925_336.jpg,1925.0,1925-9,train
train/1905-9/1908_648.jpg,1908.0,1905-9,train
train/1895-9/1896_710.jpg,1896.0,1895-9,train
train/1905-9/1906_122.jpg,1906.0,1905-9,train
train/1935-9/1939_726.jpg,1939.0,1935-9,train
train/1925-9/1926_247.jpg,1926.0,1925-9,train
test/1910-4/1911_203.jpg,1911.0,1910-4,test
test/1895-9/1899_210.jpg,1899.0,1895-9,test
train/1935-9/1938_184.jpg,1938.0,1935-9,train
test/1945-9/1949_1028.jpg,1949.0,1945-9,test
train/1935-9/1936_492.jpg,1936.0,1935-9,train
train/1925-9/1925_860.jpg,1925.0,1925-9,train
test/1940-4/1941_448.jpg,1941.0,1940-4,test
train/1925-9/1925_930.jpg,1925.0,1925-9,train
train/1915-9/1919_306.jpg,1919.0,1915-9,train
train/1940-4/1941_510.jpg,1941.0,1940-4,train
train/1905-9/1905_200.jpg,1905.0,1905-9,train
train/1910-4/1910_1123.jpg,1910.0,1910-4,train
train/1925-9/1926_787.jpg,1926.0,1925-9,train
test/1910-4/1910_5.jpg,1910.0,1910-4,test
train/1910-4/1910_486.jpg,1910.0,1910-4,train
train/1940-4/1942_1019.jpg,1942.0,1940-4,train
train/1935-9/1936_47.jpg,1936.0,1935-9,train
train/1940-4/1942_464.jpg,1942.0,1940-4,train
train/1940-4/1940_422.jpg,1940.0,1940-4,train
train/1915-9/1917_839.jpg,1917.0,1915-9,train
train/1935-9/1937_320.jpg,1937.0,1935-9,train
train/1910-4/1910_420.jpg,1910.0,1910-4,train
test/1925-9/1928_336.jpg,1928.0,1925-9,test
test/1920-4/1924_80.jpg,1924.0,1920-4,test
train/1935-9/1935_11.jpg,1935.0,1935-9,train
train/1955-9/1956_330.jpg,1956.0,1955-9,train
train/1930-4/1931_468.jpg,1931.0,1930-4,train
train/1905-9/1908_231.jpg,1908.0,1905-9,train
train/1970-4/1970_714.jpg,1970.0,1970-4,train
train/1935-9/1935_701.jpg,1935.0,1935-9,train
train/1940-4/1943_505.jpg,1943.0,1940-4,train
test/1920-4/1922_324.jpg,1922.0,1920-4,test
train/1920-4/1921_192.jpg,1921.0,1920-4,train
train/1925-9/1929_846.jpg,1929.0,1925-9,train
train/1940-4/1942_497.jpg,1942.0,1940-4,train
train/1910-4/1910_140.jpg,1910.0,1910-4,train
train/1925-9/1928_733.jpg,1928.0,1925-9,train
train/1915-9/1915_849.jpg,1915.0,1915-9,train
test/1940-4/1940_665.jpg,1940.0,1940-4,test
train/1940-4/1940_283.jpg,1940.0,1940-4,train
train/1955-9/1958_853.jpg,1958.0,1955-9,train
train/1910-4/1914_642.jpg,1914.0,1910-4,train
train/1900-4/1900_622.jpg,1900.0,1900-4,train
train/1940-4/1940_245.jpg,1940.0,1940-4,train
train/1940-4/1943_957.jpg,1943.0,1940-4,train
train/1905-9/1905_938.jpg,1905.0,1905-9,train
train/1960-4/1960_447.jpg,1960.0,1960-4,train
train/1915-9/1915_841.jpg,1915.0,1915-9,train
train/1910-4/1910_663.jpg,1910.0,1910-4,train
train/1965-9/1965_132.jpg,1965.0,1965-9,train
train/1935-9/1938_771.jpg,1938.0,1935-9,train
train/1905-9/1908_899.jpg,1908.0,1905-9,train
train/1955-9/1959_11.jpg,1959.0,1955-9,train
test/1935-9/1936_29.jpg,1936.0,1935-9,test
test/1935-9/1937_250.jpg,1937.0,1935-9,test
train/1940-4/1942_430.jpg,1942.0,1940-4,train
train/1935-9/1938_1010.jpg,1938.0,1935-9,train
train/1935-9/1936_915.jpg,1936.0,1935-9,train
train/1905-9/1905_158.jpg,1905.0,1905-9,train
train/1960-4/1961_627.jpg,1961.0,1960-4,train
train/1905-9/1906_539.jpg,1906.0,1905-9,train
train/1925-9/1926_932.jpg,1926.0,1925-9,train
train/1910-4/1913_1087.jpg,1913.0,1910-4,train
test/1935-9/1936_521.jpg,1936.0,1935-9,test
train/1905-9/1908_1031.jpg,1908.0,1905-9,train
train/1905-9/1908_515.jpg,1908.0,1905-9,train
train/1915-9/1915_288.jpg,1915.0,1915-9,train
train/1900-4/1904_568.jpg,1904.0,1900-4,train
train/1950-4/1953_453.jpg,1953.0,1950-4,train
test/1920-4/1924_708.jpg,1924.0,1920-4,test
train/1905-9/1905_379.jpg,1905.0,1905-9,train
train/1910-4/1913_1010.jpg,1913.0,1910-4,train
train/1940-4/1942_355.jpg,1942.0,1940-4,train
test/1935-9/1939_199.jpg,1939.0,1935-9,test
train/1940-4/1942_926.jpg,1942.0,1940-4,train
train/1920-4/1923_593.jpg,1923.0,1920-4,train
train/1925-9/1925_934.jpg,1925.0,1925-9,train
train/1920-4/1920_318.jpg,1920.0,1920-4,train
test/1915-9/1918_544.jpg,1918.0,1915-9,test
train/1910-4/1911_1014.jpg,1911.0,1910-4,train
train/1940-4/1943_414.jpg,1943.0,1940-4,train
train/1915-9/1915_352.jpg,1915.0,1915-9,train
test/1905-9/1905_252.jpg,1905.0,1905-9,test
test/1935-9/1938_678.jpg,1938.0,1935-9,test
train/1955-9/1957_37.jpg,1957.0,1955-9,train
train/1940-4/1942_906.jpg,1942.0,1940-4,train
train/1895-9/1897_351.jpg,1897.0,1895-9,train
train/1940-4/1940_73.jpg,1940.0,1940-4,train
train/1910-4/1912_1040.jpg,1912.0,1910-4,train
train/1915-9/1916_786.jpg,1916.0,1915-9,train
train/1905-9/1906_354.jpg,1906.0,1905-9,train
test/1960-4/1962_241.jpg,1962.0,1960-4,test
train/1940-4/1942_194.jpg,1942.0,1940-4,train
train/1905-9/1908_524.jpg,1908.0,1905-9,train
train/1945-9/1946_17.jpg,1946.0,1945-9,train
train/1930-4/1930_674.jpg,1930.0,1930-4,train
train/1935-9/1935_167.jpg,1935.0,1935-9,train
train/1890-4/1890_766.jpg,1890.0,1890-4,train
train/1925-9/1925_231.jpg,1925.0,1925-9,train
train/1900-4/1901_42.jpg,1901.0,1900-4,train
test/1935-9/1937_566.jpg,1937.0,1935-9,test
train/1910-4/1910_613.jpg,1910.0,1910-4,train
test/1910-4/1914_836.jpg,1914.0,1910-4,test
train/1910-4/1911_1115.jpg,1911.0,1910-4,train
train/1960-4/1961_527.jpg,1961.0,1960-4,train
test/1905-9/1905_807.jpg,1905.0,1905-9,test
train/1965-9/1968_204.jpg,1968.0,1965-9,train
train/1890-4/1892_275.jpg,1892.0,1890-4,train
train/1910-4/1912_803.jpg,1912.0,1910-4,train
train/1935-9/1939_204.jpg,1939.0,1935-9,train
test/1900-4/1901_807.jpg,1901.0,1900-4,test
train/1940-4/1942_77.jpg,1942.0,1940-4,train
test/1940-4/1942_208.jpg,1942.0,1940-4,test
train/1920-4/1924_614.jpg,1924.0,1920-4,train
train/1900-4/1900_666.jpg,1900.0,1900-4,train
test/1935-9/1938_557.jpg,1938.0,1935-9,test
test/1940-4/1941_28.jpg,1941.0,1940-4,test
train/1935-9/1937_516.jpg,1937.0,1935-9,train
train/1925-9/1925_916.jpg,1925.0,1925-9,train
train/1955-9/1959_159.jpg,1959.0,1955-9,train
train/1940-4/1941_5.jpg,1941.0,1940-4,train
train/1900-4/1904_715.jpg,1904.0,1900-4,train
train/1910-4/1911_293.jpg,1911.0,1910-4,train
train/1940-4/1942_433.jpg,1942.0,1940-4,train
train/1935-9/1935_188.jpg,1935.0,1935-9,train
test/1905-9/1905_211.jpg,1905.0,1905-9,test
test/1905-9/1908_1051.jpg,1908.0,1905-9,test
train/1900-4/1900_739.jpg,1900.0,1900-4,train
train/1980-4/1980_674.jpg,1980.0,1980-4,train
train/1905-9/1909_856.jpg,1909.0,1905-9,train
train/1920-4/1922_953.jpg,1922.0,1920-4,train
train/1950-4/1954_280.jpg,1954.0,1950-4,train
train/1925-9/1927_714.jpg,1927.0,1925-9,train
test/1925-9/1926_645.jpg,1926.0,1925-9,test
train/1935-9/1936_267.jpg,1936.0,1935-9,train
train/1910-4/1911_1009.jpg,1911.0,1910-4,train
test/1940-4/1942_15.jpg,1942.0,1940-4,test
train/1935-9/1939_631.jpg,1939.0,1935-9,train
train/1940-4/1943_1012.jpg,1943.0,1940-4,train
test/1925-9/1925_311.jpg,1925.0,1925-9,test
test/1905-9/1906_706.jpg,1906.0,1905-9,test
train/1950-4/1952_493.jpg,1952.0,1950-4,train
